"index","annotation","label"
1707,"none","DILIGENT: Towards a fine-grained methodology for DIstributed, Loosely-controlled and evolvInG Engingeering of oNTologies"
1708,"none","DLP &amp;#8211; Description Logic Programs &amp;#8211; is the name for the common language that is able to integrate knowledge bases described in Description Logic with Logic Programs. In this introduction, we offer a very short overview of DLP, the motivation for it, the benefits it offers and how to use it."
1709,"none","DLP - An introduction"
1710,"none","DLP isn't so bad after all"
1711,"none","DLR/IB-BMBF"
1712,"none","DOAG News - Deutsche Oracle Anwendergruppe"
1713,"none","DOI: 10.1007/11590019_56"
1714,"none","DOLCE ergo SUMO: On Foundational and Domain Models in SWIntO (SmartWeb Integrated Ontology))"
1715,"none","DaWaK'2000 - 2nd International Conference on Data Warehousing and Knowledge Discovery, LCNS September 4-6, 2000, Greenwich, UK"
1716,"none","Dagstuhl Seminar Proceedings"
1717,"none","Dagstuhl Seminar Proceedings (DROPS)"
1718,"none","Dagstuhl Workshop on Practical Approaches to Multi-Objective Optimization"
1719,"none","Dagstuhl, Germany"
1720,"none","Dan  Tecuci"
1721,"none","Dan O'Leary"
1722,"none","Daniel Fesenmaier"
1723,"none","Daniel Himmel"
1724,"none","Daniel Merkle"
1725,"none","Daniel Oberle"
1726,"none","Daniel Ried"
1727,"none","Daniel Rolli"
1728,"none","Daniel Sommer"
1729,"none","Daniel Sonntag"
1730,"none","Daniele Turi"
1731,"none","Danta and Knowledge Engineering"
1732,"none","Danxia Yang"
1733,"none","Darmstadt, Germany"
1734,"none","Dartgrid: a Semantic Web Toolkit for Integrating Heterogeneous Relational Databases"
1735,"none","Das Beste beider Welten - Bewertungsorientiertes versus Erwartungsorientiertes WÃ¤hrungsmanagement:  Alternative oder ErgÃ¤nzungsmÃ¶glichkeit?"
1736,"none","Das Fachportal io-port.net &#8211;Fachinformationssystem fÃ¼r die Informatik"
1737,"none","Das Teilprojekt ""Campus Mobile Communication Center"" zielt auf eine integrierte Application-Server-Umgebung ab, die es ermÃ¶glicht, mobile Lehr- und Lernanwendungen sowohl im 'herkÃ¶mmlichen' Internet als auch fÃ¼r mobile EndgerÃ¤te anzubieten. Eine ZugriffsmÃ¶glichkeit innerhalb der nahtlosen Infrastruktur des Campus wurde modellhaft realisiert."
1738,"none","Das Teilprojekt AMSULA widmet sich der
Frage, welche neuen Fragestellungen
und MÃ¶glichkeiten es durch die
VerfÃ¼gbarkeit verschiedener Arten
von Funknetzen und mobiler
EndgerÃ¤te fÃ¼r Studierende und
UniversitÃ¤tsangehÃ¶rige gibt.
Aufbauend auf einer Analyse der
Erwartungshaltung von Studierenden
und nach EinfÃ¼hrung eines
Modells zur Beurteilung mobiler
Anwendungsszenarien werden die im
Projekt gewonnenen Erfahrungen mit
mobilen Lehrszenarien beschrieben.
Hierbei werden die fÃ¼r die Lehre
entwickelten NUKATH-Kooperations-
Werkzeuge vorgestellt. AbschlieÃŸen
werden die Erkenntnisse aus dem
Projekt in didaktische Folgerungen fÃ¼r
die Notebook-UniversitÃ¤t Ã¼berfÃ¼hrt."
1739,"none","Das Ziel des Teilprojektes war es, eine automatische Verteilung von Software fÃ¼r unterschiedlichste Hard- und Softwareplattformen zur VerfÃ¼gung zu stellen. Dazu sollte ein Verleihsystem fÃ¼r mobile GerÃ¤te entwickelt werden, das es unter anderem ermÃ¶glicht, persÃ¶nliche Daten bei RÃ¼ckgabe des GerÃ¤tes zu sichern und automatisch auf neue LeihgerÃ¤te zu Ã¼bertragen. Da bei LeihgerÃ¤ten die Benutzer relativ hÃ¤ufig wechseln, musste ein Konzept entwickelt werden, das es erlaubt, abhÃ¤ngig vom aktuellen Benutzer Software zur Nachinstallation anbieten zu kÃ¶nnen."
1740,"none","Das erfolgreiche Management und damit das Planen, Steuern und Kontrollieren von unternehmensinternen und -Ã¼bergreifenden GeschÃ¤ftsprozessen stellt einen zentralen Erfolgsfaktor fÃ¼r Unternehmen dar. Ein Defizit bisheriger Modellierungssprachen, Methoden und Werkzeuge zum kennzahlenbasierten Management von GeschÃ¤ftsprozessen besteht darin, dass GeschÃ¤ftsprozesse und Kennzahlen in getrennten Schemata modelliert werden. Kausale ZusammenhÃ¤nge zwischen Kennzahlen und GeschÃ¤ftsprozessen werden bisher durch PlausibilitÃ¤tsprÃ¼fungen ermittelt und kÃ¶nnen weder validiert noch verifiziert werden. 
Im Rahmen dieser Arbeit wird eine Vorgehensweise auf Basis von so genannten Performance-Netzen vorgestellt, die hierzu einen phasenÃ¼bergreifenden Ansatz zum kennzahlenbasierten Management von GeschÃ¤ftsprozessen anbietet. Performance-Netze sind eine neue Variante hÃ¶herer Petri-Netze und erlauben die integrierte Darstellung von GeschÃ¤ftsprozessen, der relevanten Kennzahlen, der dafÃ¼r definierten Zielwerte und der entsprechenden Korrekturprozesse. Anhand von Beispielen wird gezeigt, wie Performance-Netze die schrittweise Modellierung von semi-formalen, anwendungsnahen einfachen Petri-Netzen zu formalen, maschinell ausfÃ¼hrbaren kennzahlenbasierten hÃ¶heren Petri-Netzen unterstÃ¼tzen. Die Architektur und prototypische Realisierung eines Modellierungs-, Simulations- und Kontrollwerkzeugs fÃ¼r Performance-Netze wird prÃ¤sentiert. Am Beispiel einer Fallstudie wird die grundsÃ¤tzliche PraktikabilitÃ¤t des kennzahlenbasierten Managements von GeschÃ¤ftsprozessen mit Performance-Netzen und deren Implementierung gezeigt und evaluiert."
1741,"none","Das erfolgreiche Management von Ã¼ber- und innerbetrieblichen logistischen GeschÃ¤ftsprozessen stellt insbesondere bei der Realisierung von komplexen Logistikprojekten einen kritischen Erfolgsfaktor dar. Zur UnterstÃ¼tzung des Managements von GeschÃ¤ftsprozessen in Supply Chains bedarf es einer strukturierten Modellierung, Analyse und Kontrolle der relevanten GeschÃ¤ftsprozesse. XML-Netze, eine Variante hÃ¶herer Petri-Netze, bieten dabei durch die UnterstÃ¼tzung der Modellierung und Manipulation struktur-ierter Prozessobjekte ein besonderes Einsatzpotenzial. Im Rahmen des Beitrags werden die Architektur, die Implementierungsaspekte und das Einsatzpotenzial des prototypisch implementierten Softwarewerkzeuges"
1742,"none","Das in dieser Arbeit beschriebene Blended-Learning-Szenario basiert auf einer Erweiterung der PrÃ¤senzlehre um E-Learning-Komponenten. Die Vorlesungen werden um multimediale Lehrmaterialien und digitale Aufzeichnungen erweitert. Teleseminare und Telepraktika bestehen aus virtueller Projektarbeit und Videokonferenz-PrÃ¤sentationen."
1743,"none","Data & Knowledge Engineering"
1744,"none","Data &amp; Knowledge Engineering (DKE)"
1745,"none","Data Manual -- Initial Version"
1746,"none","Data Mining: Theoretische Aspekte und Anwendungen. BeitrÃ¤ge zur Wirtschaftsinformatik"
1747,"none","Data Warehouse Systeme - Architektur, Entwicklung, Anwendung"
1748,"none","Data Warehousing und Knowledge Management in der Logistik - Praxisbeispiele und Erfolgsfaktoren"
1749,"none","Data and Knowledge Engineering"
1750,"none","Data-driven Change Discovery"
1751,"none","Data-driven Change Discovery -- Evaluation"
1752,"none","Database Semantics: Semantic Issues in Multimedia Systems, Proceedings TC2/WG 2.6 8th Working Conference on Database Semantics (DS-8), Rotorua, New Zealand"
1753,"none","Database and Expert Systems Applications"
1754,"none","Database and Expert Systems Applications, DEXA2004"
1755,"none","Database and Expert Systems Applications. Proc. DEXA 2002"
1756,"none","Datenbank-Spektrum"
1757,"none","Datenbanksysteme in Business, Technologie und Web (BTW 2005), 11. Fachtagung des GI-Fachbereichs &quot;Datenbanken und Informationssysteme&quot; (DBIS), Karlsruhe, 2.-4. MÃ¤rz 2005"
1758,"none","David A. Bell"
1759,"none","David Aha"
1760,"none","David Baxter"
1761,"none","David Corne"
1762,"none","David F. Manlove"
1763,"none","David FaiÃŸt"
1764,"none","David H. Glass"
1765,"none","David Israel"
1766,"none","DeLFI 2004: Die 2. e-Learning Fachtagung Informatik"
1767,"none","DeLFI 2005"
1768,"none","Debbie Richards"
1769,"none","Deborah McGuiness"
1770,"none","December"
1771,"none","Decision Support Systems"
1772,"none","Deep Integration of Scripting Languages and Semantic Web Technologies"
1773,"none","DeepaMehta - A Semantic Desktop"
1774,"none","DeepaMehta is an open source semantic desktop application
based on the topic maps standard. It&amp;#8217;s conceptualisation and especially
the innovative graph-based user interface have been guided by findings
in cognitive psychology in order to provide a cognitively adequate 
working environment for knowledge workers of all kind. DeepaMehta aims
to evolve nowadays&amp;#8217; separated desktop applications into an integrated
workspace enabling the user to organize, describe and relate information
objects like text notes, external documents and media, browse the web,
search databases and create semantic networks - all this in one seamless,
semantics-enabled desktop environment."
